DNS	﻿A.D.N.
Einseifpinsel	blaireau
Rasierpinsel	blaireau
Schein-	blanc
blaß	blanc
bleich	blanc
frei	blanc
grün	blanc
hell	blanc
leer	blanc
rein	blanc
sauber	blanc
tonlos	blanc
unbedruckt	blanc
unbefleckt	blanc
unbeschrieben	blanc
unschuldig	blanc
weiß	blanc
Aussparung	blanc
Blackout	blanc
Eiweiß	blanc
Kochwäsche	blanc
Mehltau	blanc
Null	blanc
Schuhweiß	blanc
Weiß	blanc
Weiße	blanc
Weißer	blanc
Weißwaren	blanc
Weißwein	blanc
Weißzeug	blanc
freie Stelle	blanc
leere Stelle	blanc
unbedruckte Stelle	blanc
unbeschriebene  Stelle	blanc
weiße Farbe	blanc
weiße Stelle	blanc
weißer Farbstoff	blanc
Schnee	blanc battu
Perlweiß	blanc cassé
gebrochenes Weiß	blanc cassé
schlohweiß	blanc comme la neige
schlohweiß	blanc comme neige
schneeweiß	blanc comme neige
Deckweiß	blanc couvrant
Schnee	blanc d'œuf battu
Zinkoxyde	blanc de Chine
Zinkweiß	blanc de Chine
Spermazet	blanc de baleine
Walrat	blanc de baleine
Eiweiß	blanc de l'œuf
Zinkweiß	blanc de neige
Titanweiß	blanc de titane
Deckweiß	blanc de zinc
Zinkoxyde	blanc de zinc
Zinkweiß	blanc de zinc
perlweiß	blanc nacré
Deckweiß	blanc opaque
Zinkweiß	blanc permanent
Deckweiß	blanc permanent
schmutzigweiß	blanc sale
Grünschnabel	blanc-bec
grüner Junge	blanc-bec
Mandelpudding	blanc-manger
Blankett	blanc-seing
Blankounterschrift	blanc-seing
Blankovollmacht	blanc-seing
Seihtuch	blanchet
Schimmer	blancheur
Weiß	blancheur
Weiße	blancheur
weißer Glanz	blancheur
ergraut	blanchi
Abbrühen	blanchiment
Blanchieren	blanchiment
Bleiche	blanchiment
Bleichen	blanchiment
Geldwäsche	blanchiment
Weißeln	blanchiment
Weißen	blanchiment
Geldwäsche	blanchiment de l'argent
abbrühen	blanchir
beschönigen	blanchir
blanchieren	blanchir
bleichen	blanchir
ein weißes Aussehen verleihen	blanchir
ergrauen	blanchir
waschen	blanchir
weiß machen	blanchir
weiß tünchen	blanchir
weiß werden	blanchir
weißeln	blanchir
weißen	blanchir
tünchen	blanchir à la chaux
Waschen	blanchissage
Waschen in der Wäscherei	blanchissage
Weißwerden	blanchissement
Bleicherei	blanchisserie
Waschanstalt	blanchisserie
Wäscherei	blanchisserie
Waschpunkt	blanchisserie libre-service
Waschstützpunkt	blanchisserie libre-service
Bleicher	blanchisseur
Wäscher	blanchisseur
Wäschereibesitzer	blanchisseur
Wäschereibesitzerin	blanchisseuse
Wäscherin	blanchisseuse
weißlich	blanchâtre
Schnee	blancs battus
Schnee	blancs battus en neige
Schnee	blancs d'œufs battus
Schnee	blancs d'œufs battus en neige
Wappen	blason
Wappenschild	blason
Familienwappen	blason de famille
Staatswappen	blason national
Blasphemie	blasphème
Fluchen	blasphème
Gotteslästerung	blasphème
Schimpf	blasphème
Schimpfen	blasphème
Gotteslästerer	blasphémateur
blasphemisch	blasphématoire
gotteslästerlich	blasphématoire
Gotteslästerin	blasphématrice
beschimpfen	blasphémer
gotteslästerliche Reden führen	blasphémer
schmähen	blasphémer
verleumden	blasphémer
blasiert	blasé
uninteressiert	blasé
blasierter Mensch	blasé
Küchenschabe	blatte
Schabe	blatte
Schabe	blatte d'Amérique
Blazer	blazer
Hinterland	bled
Kaff	bled
Kuhdorf	bled
Land	bled
Landesinnere	bled
Landesinneres	bled
Nest	bled
Zinkblende	blende
Gonorrhö	blennorragie
Gonorrhöe	blennorragie
Tripper	blennorragie
Tripper	blennorrhée
beleidigend	blessant
gehässig	blessant
kränkend	blessant
verletzend	blessant
aufscheuern	blesser
beleidigen	blesser
kränken	blesser
reiben	blesser
verletzen	blesser
verwunden	blesser
wund reiben	blesser
wund scheuern	blesser
Beleidigung	blessure
Kränkung	blessure
Schnittwunde	blessure
Verletzung	blessure
Verwundung	blessure
Wunde	blessure
Schußwunde	blessure par balle
Stichverletzung	blessure perforante
Stichwunde	blessure perforante
tiefe Wunde	blessure profonde
Fleischwunde	blessure superficielle
beleidigt	blessé
betrübt	blessé
bewegt	blessé
gekränkt	blessé
gerührt	blessé
verletzt	blessé
verwundet	blessé
wund	blessé
Verletzter	blessé
Verwundete	blessé
Verwundeter	blessé
flügellahm	blessé à l'aile
geschwächt	blessé à l'aile
Verletzte	blessée
Verwundete	blessée
blette teigig	blet
teigig	blet
überreif	blet
Mangold	blette
blau	bleu
englisch	bleu
englisch gebraten	bleu
unerfahren	bleu
Anfänger	bleu
Arbeitsschutzkleidung	bleu
Blau	bleu
Blaudruck	bleu
Blaue	bleu
Blaupause	bleu
Blauschimmelkäse	bleu
Edelpilzkäse	bleu
Einberufener	bleu
Entwurf	bleu
Neuling	bleu
Rekrut	bleu
Strieme	bleu
Striemen	bleu
Waschblau	bleu
blauer Fleck	bleu
marine	bleu acier
stahlblau	bleu acier
marine	bleu ciel
Waschblau	bleu de lessive
dunkelblau	bleu foncé
marineblau	bleu marine
Marineblau	bleu marine
hellblau	bleu pervenche
vergißmeinnichtblau	bleu pervenche
bleu	bleu pâle
Kornblume	bleuet
blau anlaufen	bleuir
blau anlaufen lassen	bleuir
blau werden	bleuir
blauen	bleuir
bläulich erscheinen	bleuir
sich blau färben	bleuir
Blaue Anton	bleus
Arbeitskleidung	bleus de travail
bläulich	bleuté
bläulich	bleuâtre
schwachblau	bleuâtre
Abschirmung	blindage
Aussteifung	blindage
Panzer	blindage
Panzerung	blindage
Unterstand	blindage
Verschalung	blindage
abschirmen	blinder
aussteifen	blinder
panzern	blinder
verschalen	blinder
Panzer	blindé
Panzer-	blindé
besoffen	blindé
bombenfest	blindé
eisenbewehrt	blindé
gepanzert	blindé
Panzer	blindé
Fladen	blini
kleiner Buchweizenpfannkuchen	blini
Fladen	blinis
Blitzangriff	blitz
Blizzard	blizzard
Schneesturm	blizzard
Bau	bloc
Block	bloc
Brocken	bloc
Bunker	bloc
Einheit	bloc
Ganze	bloc
Ganzes	bloc
Knast	bloc
Masse	bloc
Scholle	bloc
feste Einheit	bloc
geschlossene Ganze	bloc
geschlossenes Ganzes	bloc
Block	bloc d'immeubles
Startblock	bloc de départ
Marmorblock	bloc de marbre
Zeichenblock	bloc de papier à dessin
Steinblock	bloc de pierre
Währungsblock	bloc monétaire
Motorblock	bloc moteur
Stenoblock	bloc sténo
Stenogrammblock	bloc sténo
Wirtschaftsblock	bloc économique
Küchenblock	bloc-cuisine
Zylinderblock	bloc-cylindres
Motorblock	bloc-moteur
Abreißblock	bloc-notes
Block	bloc-notes
Notizblock	bloc-notes
Schreibblock	bloc-notes
Abblocken	blocage
Abstoppen	blocage
Blocken	blocage
Blockieren	blocage
Blockierung	blocage
Feststellen	blocage
Sichtblock	blocage
Sperre	blocage
Sperren	blocage
Sperrung	blocage
Stopp	blocage
Stoppen	blocage
Versperrung	blocage
Verstopfung	blocage
innerer Widerstand	blocage
Stoppball	blocage du ballon
Bunker	blockhaus
Blockade	blocus
Seeblockade	blocus maritime
Seesperre	blocus maritime
Wirtschaftsblockade	blocus économique
bleich	blond
blond	blond
goldgelb	blond
hell	blond
hellgelb	blond
Blond	blond
Blonder	blond
Flachskopf	blond
Weißbier	blond
Flachskopf	blond aux cheveux de lin
semmelblond	blond comme les blés
dunkelblond	blond foncé
flachsblond	blond presque blanc
Flachskopf	blond presque blanc
mattblond	blondasse
strohblond	blondasse
von stumpfem Blond	blondasse
Blonde	blonde
Blondine	blonde
Blondheit	blondeur
Goldgelb	blondeur
blondhaarig	blondin
Blondkopf	blondin
Blondschopf	blondin
blonder junger Mann	blondin
blondes junges Mädchen	blondine
blond	blondinet
Blondkopf	blondinet
Blondschopf	blondinet
Blondkopf	blondinette
heller werden	blondir
Bloody Mary	bloody mary
abblocken	bloquer
abstoppen	bloquer
blocken	bloquer
blockieren	bloquer
einfrieren	bloquer
fehlzünden	bloquer
fest anziehen	bloquer
feststellen	bloquer
sperren	bloquer
stoppen	bloquer
verrammeln	bloquer
verriegeln	bloquer
versagen	bloquer
versperren	bloquer
verstopfen	bloquer
zusammenlegen	bloquer
verstopft	bloqué
eingeschneit	bloqué par la neige
eingefroren	bloqué par les glaces
bestreikt	bloqué par une grève
blusig	blousant
Arbeitskittel	blouse
Billardbeutel	blouse
Bluse	blouse
Damenbluse	blouse
Kittel	blouse
Kittelschürze	blouse
Schürze	blouse
Spitzenbluse	blouse de dentelle
Spitzenbluse	blouse en dentelle
blusen	blouser
blusig fallen	blouser
blusig sein	blouser
reinlegen	blouser
Blouson	blouson
Wolljacke	blouson
Steppjacke	blouson matelassé
Blue Jeans	blue-jean
Blue jeans	blue-jean
Bluejeans	blue-jean
Blue Jeans	blue-jeans
Blue jeans	blue-jeans
Bluejeans	blue-jeans
Blues	blues
Bluff	bluff
Irreführung	bluff
Schmus	bluff
Spiegelfechterei	bluff
Täuschung	bluff
Täuschungsmanöver	bluff
bluffen	bluffer
irreführen	bluffer
täuschen	bluffer
j, der blufft	bluffeur
sieben	bluter
tadelnswert	blâmable
tadelnswürdig	blâmable
verwerflich	blâmable
Mißbilligung	blâme
Rüge	blâme
Schuld	blâme
Tadel	blâme
Verwarnung	blâme
Verweis	blâme
Vorwurf	blâme
Zurechtweisung	blâme
Parteistrafe	blâme infligé par le parti
Vorwürfe machen	blâmer
die Schuld geben	blâmer
einen Verweis erteilen	blâmer
mißbilligen	blâmer
rügen	blâmer
tadeln	blâmer
verurteilen	blâmer
tadeln	blâmer publiquement
Drusch	blé
Getreide	blé
Korn	blé
Weizen	blé
Drusch	blé battu
Schrot	blé concassé
Schrotmehl	blé concassé
Winterweizen	blé d'automne
Winterweizen	blé d'hiver
Saatgetreide	blé de semence
Saatkorn	blé de semence
Buchweizen	blé noir
Mahlgut	blé à moudre
Mahlkorn	blé à moudre
Sommergetreide	blés de mars
blaß	blême
bleich	blême
fahl	blême
leichenblaß	blême
totenblaß	blême
totenähnlich	blême
abblassen	blêmir
bleich werden	blêmir
erblassen	blêmir
erbleichen	blêmir
leichenblaß werden	blêmir
totenblaß werden	blêmir
Boa	boa
Federboa	boa
Flüchtling	boat people
Bob	bob
Bobfahren	bob
Bobschlitten	bob
Bobsleigh	bob
Bobsport	bob
Latrinenparole	bobard
Lügenmärchen	bobard
Märchen	bobard
Bobfahrer	bobeur
Bobsportler	bobeur
Aufspulen	bobinage
Umspulen	bobinage
Wicklung	bobinage
Garnrolle	bobine
Gesicht	bobine
Rolle	bobine
Spule	bobine
Trommel	bobine
Visage	bobine
Garnrolle	bobine de fil
Filmrolle	bobine de film
Drosselspule	bobine de réactance
Drosselspule	bobine de self
aufspulen	bobiner
umspulen	bobiner
Holzpflock	bobinette
Wickelmaschine	bobineuse
Spulmaschine	bobinoir
Wehweh	bobo
Wehwehchen	bobo
meine Gute	bobonne
meine Liebe	bobonne
Bob	bobsleigh
Bobfahren	bobsleigh
Bobschlitten	bobsleigh
Bobsleigh	bobsleigh
Bobsport	bobsleigh
Bobtail	bobtail
Knicklandschaft	bocage
Einmachglas	bocal
Glas	bocal
Glasbehälter	bocal
Weckglas	bocal
Schraubglas	bocal à couvercle vissé
Mahlung	bocardage
deutsch	boche
germanisch	boche
Boche	boche
Deutsche	boche
Deutscher	boche
Scheißdeutsche	boche
Scheißdeutscher	boche
Buschmann	bochiman
Bockbier	bock
Glas Bier	bock
Bodybuilding	bodybuilding
Bure	boer
Buren	boers
ach was	bof
alles egal	bof
bah	bof
egal	bof
null Bock	bof
pah	bof
pah!	bof
was soll's	bof
Null-Bock-Generation	bof-génération
Drehgestell	boggie
Drehgestell	bogie
Fehler	bogue
Fruchtschale	bogue
Programmierfehler	bogue
stachelige Fruchtschale	bogue
Boheme	bohème
Bohemien	bohème
böhmisch	bohémien
Zigeuner	bohémien
Zigeunerin	bohémienne
Trinken	boire
aufsaugen	boire
saufen	boire
trinken	boire
schlürfen	boire avec bruit
schlürfen	boire bruyamment
Wein trinken	boire du vin
schlürfen	boire à petits coups
Bauholz	bois
Brennholz	bois
Gehörn	bois
Gestell	bois
Holz	bois
Holzgestell	bois
Holzrahmen	bois
Holzschnitt	bois
Rahmen	bois
Schaft	bois
Wald	bois
Streichhölzer	bois d'allumettes
Erlenholz	bois d'aulne
Erlenholz	bois d'aune
Buchenholz	bois d'hêtre
Eibenholz	bois d'if
Bauholz	bois d'œuvre
Treibholz	bois d'épave
Triftholz	bois d'épave
Fichtenholz	bois d'épicéa
Birkenholz	bois de bouleau
Zimmerholz	bois de charpenterie
Brennholz	bois de chauffage
Bettgestell	bois de lit
Palisander	bois de rose
Sandelholz	bois de santal
Santelholz	bois de santal
Schnittholz	bois de sciage
Schnittware	bois de sciage
Teakholz	bois de teck
Espenholz	bois de tremble
Fichtenholz	bois dépicéa
Treibholz	bois flottant
Flößholz	bois flotté
Sumpfwald	bois marécageux
Satinholz	bois satiné
Satinholz	bois satiné de l'Inde
Dürrholz	bois séché sur pied
Weichholz	bois tendre
Brennholz	bois à brûler
Aufforstung	boisement
Bewaldung	boisement
aufforsten	boiser
ausbauen	boiser
bewalden	boiser
täfeln	boiser
verzimmern	boiser
Schreinerarbeit	boiserie
Tafelholz	boiserie
Täfelung	boiserie
Wandtäfelung	boiserie
Wandverkleidung	boiserie
Deckenverkleidung	boiseries
Deckenverschalung	boiseries
Getäfel	boiseries
Holztäfelung	boiseries
Schreinerarbeit	boiseries
Schreinerarbeiten	boiseries
Täfelung	boiseries
hölzerne Wandverkleidung	boiseries
Scheffel	boisseau
Drink	boisson
Getränk	boisson
Trinken	boisson
Trunk	boisson
stärkende Getränk	boisson tonique
stärkendes Getränk	boisson tonique
bewaldet	boisé
Gehfehler	boitement
Hinken	boitement
Humpeln	boitement
hinken	boiter
humpeln	boiter
lahmen	boiter
nicht ganz richtig sein	boiter
schief	boiter
schief sein	boiter
Gehfehler	boiterie
faul	boiteux
hinkend	boiteux
holperig	boiteux
holprig	boiteux
humpelnd	boiteux
lahm	boiteux
lahmend	boiteux
nicht ganz richtig	boiteux
schief	boiteux
unsicher	boiteux
wackelig	boiteux
wacklig	boiteux
leicht hinken	boitiller
Schale	bol
Schüsselchen	bol
Trinkschale	bol
Futterkugel	bol alimentaire
Bowle	bol à punch
Bolschewik	bolchevik
Bolschewikin	bolchevik
Bolschewist	bolchevik
Bolschewistin	bolchevik
Bolschewismus	bolchevisme
bolschewistisch	bolcheviste
Bolschewik	bolcheviste
Bolschewikin	bolcheviste
Bolschewist	bolcheviste
Bolschewistin	bolcheviste
Röhrenpilz	bolet
Röhrling	bolet
Steinpilz	bolet comestible
Steinpilz	bolet cèpe
Marone	bolet fauve
Birkenpilz	bolet raboteux
Birkenpilz	bolet rude
Rennwagen	bolide
Bolivar	bolivar
bolivianisch	bolivien
bolivisch	bolivien
Bolivianer	bolivien
Bolivier	bolivien
Bolivianerin	bolivienne
Bolivierin	bolivienne
Schale	bolée
Bolero	boléro
Bolerojäckchen	boléro
Bombage	bombage
Schlemmerei	bombance
Bombarde	bombarde
Bomhart	bombarde
Pommer	bombarde
Beschießung	bombardement
Beschuß	bombardement
Beschuß mit Elementarteilchen	bombardement
Bombardement	bombardement
Bombardierung	bombardement
Bombenangriff	bombardement
beschießen	bombarder
bewerfen	bombarder
bombardieren	bombarder
mit Bomben belegen	bombarder
Bombenflugzeug	bombardier
Bomber	bombardier
Sturzbomber	bombardier en piqué
Sturzkampfflugzeug	bombardier en piqué
Stuka	bombardier pour attaques en piqué
Sturzbomber	bombardier pour attaques en piqué
Sturzkampfflugzeug	bombardier pour attaques en piqué
Bombe	bombe
Reitkappe	bombe
Schlemmerei	bombe
Sensation	bombe
Spray	bombe
Spraydose	bombe
Sprayflasche	bombe
Sprühdose	bombe
Zerstäuberdose	bombe
Wasserstoffbombe	bombe H
Atombombe	bombe atomique
Spraydose	bombe aérosol
Sprayflasche	bombe aérosol
Sprühdose	bombe aérosol
Zerstäuberdose	bombe aérosol
Sprengbombe	bombe de destruction
Splitterbombe	bombe de fragmentation
Sprengbombe	bombe explosive
Brandbombe	bombe incendiaire
Thermonuklearbombe	bombe thermonucléaire
Thermonuklearbombe	bombe à fission-fusion
Wasserstoffbombe	bombe à hydrogène
Zeitbombe	bombe à retardement
Splitterbombe	bombe à éclats
Schwelle	bombement
Wölbung	bombement
biegen	bomber
bombieren	bomber
rasen	bomber
sausen	bomber
sich wölben	bomber
wölben	bomber
die Brust wölben	bomber la poitrine
Sprayer	bombeur
Sprayerin	bombeuse
Seidenspinner	bombyx
bauchig	bombé
gewölbt	bombé
verflixt noch mal	bon
angenehm	bon
anständig	bon
bieder	bon
freundlich	bon
gehörig	bon
gut	bon
gut mütig	bon
gutherzig	bon
gutmütig	bon
günstig	bon
gütig	bon
kräftig	bon
lieb	bon
liebevoll	bon
ordentlich	bon
recht	bon
reichlich	bon
richtig	bon
sauber	bon
schön	bon
tauglich	bon
tüchtig	bon
vernünftig	bon
wohlerzogen	bon
Bon	bon
Coupon	bon
Gute	bon
Gutschein	bon
Schein	bon
Voucher	bon
Freund	bon ami
geraume Zeit	bon bout de temps
schick	bon chic bon genre
schnieke	bon chic bon genre
smart	bon chic bon genre
geschäftstüchtig	bon commerçant
rechte Seite	bon côté
Bezugsschein	bon d'achat
Tankgutschein	bon d'essence
Sparbrief	bon d'épargne
Bestellformular	bon de commande
Bestellschein	bon de commande
Bestellzettel	bon de commande
Garantieschein	bon de garantie
Schmackhaftigkeit	bon goût
Stilempfinden	bon goût
Stilgefühl	bon goût
wohl oder übel	bon gré mal gré
sportlich	bon joueur
billig	bon marché
billig	bon marché
Billigkeit	bon marché
Bonmot	bon mot
Witz	bon mot
witzige Bemerkung	bon mot
bereit	bon pour
schlachtreif	bon pour la boucherie
schrottreif	bon pour la casse
abbruchreif	bon pour la démolition
schrottreif	bon pour la ferraille
der Gesundheit zuträglich	bon pour la santé
dienstfähig	bon pour le service
diensttauglich	bon pour le service
dienstfähig	bon pour le service militaire
verdammt	bon sang
Einsicht	bon sens
Gescheitheit	bon sens
Vernunft	bon sens
Vernünftigkeit	bon sens
Verstand	bon sens
Verständigkeit	bon sens
gesunder Menschenverstand	bon sens
gesunder Verstand	bon sens
tolle Freude	bon temps
Scharfschütze	bon tireur
Schicklichkeit	bon ton
Finesse	bon truc
Bonvivant	bon vivant
Genießer	bon vivant
Genußmensch	bon vivant
Schlemmer	bon vivant
tauglich	bon à
zitierbar	bon à citer
schrottreif	bon à jeter
schrottreif	bon à jeter à la ferraille
unwürdig	bon à rien
wertlos	bon à rien
Taugenichts	bon à rien
druckreif	bon à tirer
Zeilenumbruch	bon à tirer
Großpapa	bon-papa
Opa	bon-papa
Bonapartismus	bonapartisme
bonapartistisch	bonapartiste
Bonapartist	bonapartiste
Bonapartistin	bonapartiste
gutmütig	bonasse
zu gutmütig	bonasse
Bonbon	bonbon
Drops	bonbon acidulé
Fondant	bonbon fondant
Weinbrandbohne	bonbon à la liqueur
Glasballon	bonbonne
Korbflasche	bonbonne
große Korbflasche	bonbonne
Gasflasche	bonbonne de gaz
Bonbondose	bonbonnière
Bonbonniere	bonbonnière
Konfektdose	bonbonnière
Schmuckkästchen	bonbonnière
Abprallen	bond
Hochspringen	bond
Satz	bond
Sprung	bond
Abflußloch	bonde
Abflußöffnung	bonde
Spund	bonde
Spundloch	bonde
Spundzapfen	bonde
Stöpsel	bonde
Zapfen	bonde
Zapfhahn	bonde
Bigotterie	bondieuserie
abprallen	bondir
hochspringen	bondir
hüpfen	bondir
schießen	bondir
springen	bondir
Springen	bondissement
Spund	bondon
Spundzapfen	bondon
Sprünge	bonds
drangvoll	bondé
gepfropft	bondé
gerammelt voll	bondé
gesteckt	bondé
gestopft	bondé
knackvoll	bondé
proppenvoll	bondé
vollgestopft	bondé
überfüllt	bondé
Beglückung	bonheur
Chance	bonheur
Freude	bonheur
Freudigkeit	bonheur
Glück	bonheur
Segen	bonheur
Vergnügen	bonheur
Wohl	bonheur
Wohlergehen	bonheur
Wohlfahrt	bonheur
Wonne	bonheur
höchstes Glück	bonheur suprême
zierlicher Damenschreibtisch mit rückwärtigem Aufsatz	bonheur-du-jour
Biederkeit	bonhomie
Freundlichkeit	bonhomie
Gutmütigkeit	bonhomie
Umgänglichkeit	bonhomie
bieder	bonhomme
gutmütig	bonhomme
Männchen	bonhomme
Schneemann	bonhomme de neige
Mehrbetrag	boni
Mehreinnahme	boni
Plus	boni
Überschuß	boni
Amelioration	bonification
Bonifikation	bonification
Bonus	bonification
Melioration	bonification
Punktvorteil	bonification
Rabatt	bonification
Schadensfreiheitsrabatt	bonification
Sondervergütung	bonification
Verbesserung	bonification
Vergütung	bonification
Zeitgutschrift	bonification
Zinsverbilligung	bonification
Steuervergütung	bonification fiscale
ameliorieren	bonifier
bonifizieren	bonifier
meliorieren	bonifier
verbessern	bonifier
vergüten	bonifier
Märchen	boniment
marktschreierische Reklame	boniment
Marktschreier	bonimenteur
j, der Märchen auftischt	bonimenteur
reier	bonimenteur
Servus	bonjour
Dienstmädchen	bonne
Gute	bonne
Hausgehilfin	bonne
Hausmädchen	bonne
Mamsell	bonne
Mädchen	bonne
Zimmerfrau	bonne
Freundin	bonne amie
unverhofftes Glück	bonne aubaine
Wahrsagen	bonne aventure
Bühnenaussprache	bonne diction
Frauenzimmer	bonne femme
Tunte	bonne femme
Schlampe	bonne femme mal fagotée
Schlampe	bonne femme mal ficelée
Wahrhaftigkeit	bonne foi
Schwein	bonne fortune
Aufgeräumtheit	bonne humeur
Frohsinn	bonne humeur
Fröhlichkeit	bonne humeur
Einvernehmen	bonne intelligence
Freudenbotschaft	bonne nouvelle
angenehme Ruhe!	bonne nuit
Gediegenheit	bonne qualité
Bereitwilligkeit	bonne volonté
Scharfblick	bonne vue
Weltverbesserer	bonne âme
Weltverbesserin	bonne âme
Großmama	bonne-maman
Oma	bonne-maman
bonneseinemamans Oma	bonne-maman
Manierlichkeit	bonnes manières
Tischmanieren	bonnes manières à table
Cup	bonnet
Haube	bonnet
Kappe	bonnet
Körbchen	bonnet
